"dish_liked","cuisine_type","location","restuarant_type"
"Mishti Doi","Bengali","JP Nagar"," Quick Bites"
"Mishti Doi","Bengali","Marathahalli","Quick Bites"
"Mishti Doi","Bengali","Marathahalli"," Sweet Shop"
"Miso Salad","Fast Food","Jayanagar","Casual Dining"
"Miso Soup","BBQ","HSR","Casual Dining"
"Miso Soup","BBQ","Shanti Nagar","Casual Dining"
"Miso Soup","BBQ","Lavelle Road","Casual Dining"
"Miso Soup","BBQ","Lavelle Road"," Bar"
"Miso Soup","BBQ","Koramangala 4th Block","Casual Dining"
"Miso Soup","BBQ","Residency Road","Cafe"
"Miso Soup","BBQ","Ulsoor","Casual Dining"
"Missi Rotis","North Indian","Indiranagar","Casual Dining"
"Mississippi Mud","Ice Cream","Koramangala 6th Block","Dessert Parlor"
"Mississippi Mud","Ice Cream","JP Nagar","Dessert Parlor"
"Mississippi Mudpie","Desserts","Jayanagar","Dessert Parlor"
"Mississippi Mudpie","Desserts","Indiranagar","Dessert Parlor"
"Mix Grill Sizzler","North Indian","JP Nagar","Casual Dining"
"Mix Veg","North Indian","Brigade Road","Casual Dining"
"Mix Veg","North Indian","Bannerghatta Road","Quick Bites"
"Mix Veg","North Indian","Marathahalli","Quick Bites"
"Mix Veg Parantha","North Indian","Kalyan Nagar","Quick Bites"
"Mixed Fried Rice","Chinese","Whitefield","Casual Dining"
"Mixed Fried Rice","Chinese","Frazer Town","Casual Dining"
"Mixed Fried Rice","Chinese","Brigade Road","Casual Dining"
"Mixed Sauce Pasta","Pizza","JP Nagar","Quick Bites"
"Mla Dosa","South Indian","ITPL Main Road, Whitefield","Quick Bites"
"Mocha Chingri","Bengali","Lavelle Road","Casual Dining"
"Mocha Chingri","Bengali","Lavelle Road"," Bar"
"Mocha Chingri","Bengali","HSR","Casual Dining"
"Mocha Coffee","Bakery","HSR","Bakery"
"Mocha Frappe","Burger","Bannerghatta Road","Quick Bites"
"Mocha Frappuccino","Cafe","Koramangala 7th Block","Cafe"
"Mocha Fudge","Cafe","Basavanagudi","Cafe"
"Mocha Fudge","Cafe","Indiranagar","Dessert Parlor"
"Mocha Waffle","Desserts","Banaswadi","Food Court"
"Mochar Ghonto","Bengali","Indiranagar","Casual Dining"
"Mochi Ice Cream","Desserts","HSR","Dessert Parlor"
"Mocktails","Cafe","JP Nagar","Casual Dining"
"Mocktails","Cafe","JP Nagar"," Bar"
"Mocktails","Cafe","BTM","Casual Dining"
"Mocktails","Cafe","BTM"," Bar"
"Mocktails","Cafe","Whitefield","Casual Dining"
"Mocktails","Cafe","Whitefield"," Pub"
"Mocktails","Cafe","Banashankari","Cafe"
"Mocktails","Cafe","Sarjapur Road","Casual Dining"
"Mocktails","Cafe","Race Course Road","Casual Dining"
"Mocktails","Cafe","Race Course Road"," Bar"
"Mocktails","Cafe","Indiranagar","Casual Dining"
"Mocktails","Cafe","Sarjapur Road","Microbrewery"
"Mocktails","Cafe","Sarjapur Road"," Casual Dining"
"Mocktails","Cafe","HSR","Casual Dining"
"Mocktails","Cafe","Brigade Road","Bar"
"Mocktails","Cafe","Brigade Road"," Casual Dining"
"Mocktails","Cafe","Marathahalli","Pub"
"Mocktails","Cafe","Marathahalli"," Casual Dining"
"Mocktails","Cafe","Bellandur","Casual Dining"
"Mocktails","Cafe","Koramangala 4th Block","Casual Dining"
"Mocktails","Cafe","Kalyan Nagar","Microbrewery"
"Mocktails","Cafe","Kalyan Nagar"," Casual Dining"
"Mocktails","Cafe","New BEL Road","Pub"
"Mocktails","Cafe","New BEL Road"," Cafe"
"Mocktails","Cafe","Bannerghatta Road","Casual Dining"
"Mocktails","Cafe","Whitefield","Microbrewery"
"Mocktails","Cafe","Malleshwaram","Casual Dining"
"Mocktails","Cafe","Church Street","Cafe"
"Mocktails","Cafe","Rammurthy Nagar","Casual Dining"
"Mocktails","Cafe","Bellandur","Club"
"Mocktails","Cafe","New BEL Road","Casual Dining"
"Mocktails","Cafe","Brigade Road","Microbrewery"
"Mocktails","Cafe","Koramangala 5th Block","Cafe"
"Mocktails","Cafe","Marathahalli","Casual Dining"
"Mocktails","Cafe","Marathahalli"," Bar"
"Mocktails","Cafe","Indiranagar","Lounge"
"Mocktails","Cafe","Indiranagar"," Casual Dining"
"Mocktails","Cafe","Jayanagar","Casual Dining"
"Mocktails","Cafe","Richmond Road","Casual Dining"
"Mocktails","Cafe","Richmond Road"," Bar"
"Mocktails","Cafe","Whitefield"," Microbrewery"
"Mocktails","Cafe","Koramangala 5th Block","Casual Dining"
"Mocktails","Cafe","Bellandur","Bar"
"Mocktails","Cafe","Bellandur"," Casual Dining"
"Mocktails","Cafe","Whitefield"," Bar"
"Mocktails","Cafe","Kalyan Nagar","Casual Dining"
"Mocktails","Cafe","Indiranagar","Bar"
"Mocktails","Cafe","Kammanahalli","Casual Dining"
"Mocktails","Cafe","Kammanahalli"," Cafe"
"Mocktails","Cafe","Banashankari","Casual Dining"
"Mocktails","Cafe","Whitefield"," Cafe"
"Mocktails","Cafe","Marathahalli","Fine Dining"
"Mocktails","Cafe","Koramangala 3rd Block","Cafe"
"Mocktails","Cafe","Sarjapur Road"," Pub"
"Mocktails","Cafe","Old Airport Road","Pub"
"Mocktails","Cafe","Old Airport Road"," Microbrewery"
"Mocktails","Cafe","Church Street","Casual Dining"
"Mocktails","Cafe","Church Street"," Bar"
"Mocktails","Cafe","Indiranagar"," Bar"
"Mocktails","Cafe","Koramangala 8th Block","Cafe"
"Mocktails","Cafe","Koramangala 5th Block","Bar"
"Mocktails","Cafe","Malleshwaram"," Bar"
"Mocktails","Cafe","JP Nagar","Bar"
"Mocktails","Cafe","JP Nagar"," Casual Dining"
"Mocktails","Cafe","Frazer Town","Casual Dining"
"Mocktails","Cafe","Indiranagar","Pub"
"Mocktails","Cafe","Koramangala 7th Block","Casual Dining"
"Mocktails","Cafe","Koramangala 7th Block"," Bar"
"Mocktails","Cafe","JP Nagar","Microbrewery"
"Mocktails","Cafe","Whitefield","Lounge"
"Mocktails","Cafe","Koramangala 6th Block","Casual Dining"
"Mocktails","Cafe","Koramangala 5th Block"," Cafe"
"Mocktails","Cafe","Bellandur","Lounge"
"Mocktails","Cafe","Whitefield","Bar"
"Mocktails","Cafe","Whitefield"," Lounge"
"Mocktails","Cafe","Sadashiv Nagar","Casual Dining"
"Mocktails","Cafe","Whitefield","Pub"
"Mocktails","Cafe","Marathahalli","Cafe"
"Mocktails","Cafe","New BEL Road","Cafe"
"Mocktails","Cafe","New BEL Road"," Casual Dining"
"Mocktails","Cafe","Koramangala 6th Block","Bar"
"Mocktails","Cafe","Church Street","Lounge"
"Mocktails","Cafe","Koramangala 7th Block","Cafe"
"Mocktails","Cafe","JP Nagar"," Pub"
"Mocktails","Cafe","Koramangala 4th Block","Pub"
"Mocktails","Cafe","Jayanagar","Pub"
"Mocktails","Cafe","Koramangala 3rd Block","Casual Dining"
"Mocktails","Cafe","New BEL Road"," Bar"
"Mocktails","Cafe","Koramangala 7th Block","Bar"
"Mocktails","Cafe","Koramangala 7th Block"," Casual Dining"
"Mocktails","Cafe","Sarjapur Road"," Bar"
"Mocktails","Cafe","JP Nagar","Pub"
"Mocktails","Cafe","Jayanagar","Microbrewery"
"Mocktails","Cafe","Jayanagar"," Casual Dining"
"Mocktails","Cafe","Indiranagar","Cafe"
"Mocktails","Cafe","St. Marks Road","Casual Dining"
"Mocktails","Cafe","Cunningham Road","Casual Dining"
"Mocktails","Cafe","Kalyan Nagar","Bar"
"Mocktails","Cafe","Electronic City","Casual Dining"
"Mocktails","Cafe","JP Nagar","Cafe"
"Mocktails","Cafe","Koramangala 4th Block","Cafe"
"Mocktails","Cafe","Rajajinagar","Casual Dining"
"Mocktails","Cafe","Rajajinagar"," Bar"
"Mocktails","Cafe","Lavelle Road","Casual Dining"
"Mocktails","Cafe","Lavelle Road"," Bar"
"Mocktails","Cafe","HSR","Quick Bites"
"Mocktails","Cafe","Koramangala 4th Block","Quick Bites"
"Mocktails","Cafe","MG Road","Fine Dining"
"Mocktails","Cafe","Domlur","Casual Dining"
"Mocktails","Cafe","MG Road","Lounge"
"Mocktails","Cafe","Koramangala 4th Block","Microbrewery"
"Mocktails","Cafe","Koramangala 4th Block"," Casual Dining"
"Mocktails","Cafe","Marathahalli","Bar"
"Mocktails","Cafe","Koramangala 5th Block"," Pub"
"Mocktails","Cafe","Ulsoor","Pub"
"Mocktails","Cafe","Ulsoor"," Casual Dining"
"Mocktails","Cafe","Koramangala 6th Block","Microbrewery"
"Mocktails","Cafe","Koramangala 6th Block"," Casual Dining"
"Mocktails","Cafe","Brigade Road","Casual Dining"
"Mocktails","Cafe","Seshadripuram","Casual Dining"
"Mocktails","Cafe","MG Road","Casual Dining"
"Mocktails","Cafe","MG Road"," Bar"
"Mocktails","Cafe","Sarjapur Road","Quick Bites"
"Mocktails","Cafe","Shanti Nagar","Casual Dining"
"Mocktails","Cafe","Shanti Nagar"," Pub"
"Mocktails","Cafe","Malleshwaram","Lounge"
"Mocktails","Cafe","Malleshwaram"," Casual Dining"
"Mocktails","Cafe","Brookefield","Pub"
"Mocktails","Cafe","Brookefield"," Casual Dining"
"Mocktails","Cafe","Kalyan Nagar","Lounge"
"Mocktails","Cafe","St. Marks Road"," Bar"
"Mocktails","Cafe","Whitefield","Cafe"
"Mocktails","Cafe","Residency Road","Microbrewery"
"Mocktails","Cafe","Residency Road"," Casual Dining"
"Mocktails","Cafe","Koramangala 4th Block"," Cafe"
"Mocktails","Cafe","St. Marks Road","Cafe"
"Mocktails","Cafe","Koramangala 5th Block"," Bar"
"Mocktails","Cafe","Basavanagudi","Casual Dining"
"Mocktails","Cafe","Basavanagudi"," Cafe"
"Mocktails","Cafe","HSR","Bar"
"Mocktails","Cafe","HSR"," Casual Dining"
"Mocktails","Cafe","JP Nagar"," Bakery"
"Mocktails","Cafe","Koramangala 3rd Block"," Lounge"
"Mocktails","Cafe","Jayanagar"," Bar"
"Mocktails","Cafe","Kalyan Nagar"," Pub"
"Mocktails","Cafe","Vasanth Nagar","Fine Dining"
"Mocktails","Cafe","Sarjapur Road","Bar"
"Mocktails","Cafe","Koramangala 7th Block","Lounge"
"Mocktails","Cafe","Malleshwaram","Pub"
"Mocktails","Cafe","Kammanahalli","Cafe"
"Mocktails","Cafe","Whitefield"," Casual Dining"
"Mocktails","Cafe","Koramangala 6th Block","Cafe"
"Mocktails","Cafe","Kalyan Nagar"," Bar"
"Mocktails","Cafe","Lavelle Road","Lounge"
"Mocktails","Cafe","HSR"," Bar"
"Mocktails","Cafe","HSR","Lounge"
"Mocktails","Cafe","Domlur","Lounge"
"Mocktails","Cafe","Domlur"," Cafe"
"Mocktails","Cafe","Koramangala 5th Block","Pub"
"Mocktails","Cafe","Sarjapur Road","Pub"
"Mocktails","Cafe","MG Road","Cafe"
"Mocktails","Cafe","MG Road"," Cafe"
"Mocktails","Cafe","Jayanagar","Cafe"
"Mocktails","Cafe","Nagawara","Bar"
"Mocktails","Cafe","Indiranagar","Takeaway"
"Mocktails","Cafe","Indiranagar"," Delivery"
"Mocktails","Cafe","Rajajinagar","Bar"
"Mocktails","Cafe","Rajajinagar"," Casual Dining"
"Mocktails","Cafe","Bannerghatta Road","Cafe"
"Mocktails","Cafe","Malleshwaram","Fine Dining"
"Mocktails","Cafe","Rajajinagar","Quick Bites"
"Mocktails","Cafe","MG Road","Quick Bites"
"Mocktails","Cafe","Race Course Road","Fine Dining"
"Mocktails","Cafe","Nagawara","Casual Dining"
"Mojito","Chinese","Whitefield","Quick Bites"
"Mojito","Chinese","Whitefield"," Cafe"
"Mojito","Chinese","Indiranagar","Cafe"
"Mojito","Chinese","Indiranagar"," Casual Dining"
"Mojito","Chinese","Banashankari","Cafe"
"Mojito","Chinese","Malleshwaram","Casual Dining"
"Mojito","Chinese","JP Nagar","Cafe"
"Mojito","Chinese","JP Nagar"," Bakery"
"Mojito","Chinese","Shivajinagar","Quick Bites"
"Mojito","Chinese","Jayanagar","Lounge"
"Mojito","Chinese","Sarjapur Road","Dessert Parlor"
"Mojito","Chinese","Sarjapur Road"," Cafe"
"Mojito","Chinese","Indiranagar","Lounge"
"Mojito","Chinese","Malleshwaram","Pub"
"Mojito","Chinese","Koramangala 5th Block","Cafe"
"Mojito","Chinese","JP Nagar","Pub"
"Mojito","Chinese","JP Nagar"," Casual Dining"
"Mojito","Chinese","Koramangala 6th Block","Quick Bites"
"Mojito","Chinese","Koramangala 5th Block"," Dessert Parlor"
"Mojito","Chinese","MG Road","Casual Dining"
"Mojito","Chinese","MG Road"," Pub"
"Mojito","Chinese","Sarjapur Road","Bar"
"Mojito","Chinese","Sarjapur Road"," Casual Dining"
"Mojito","Chinese","JP Nagar"," Bar"
"Mojito","Chinese","Kalyan Nagar","Cafe"
"Mojito","Chinese","Koramangala 5th Block","Casual Dining"
"Mojito","Chinese","Koramangala 5th Block"," Bar"
"Mojito","Chinese","JP Nagar","Casual Dining"
"Mojito","Chinese","Kumaraswamy Layout","Quick Bites"
"Mojito","Chinese","Koramangala 5th Block","Pub"
"Mojito","Chinese","Koramangala 5th Block"," Casual Dining"
"Mojito","Chinese","JP Nagar","Quick Bites"
"Mojito","Chinese","JP Nagar"," Cafe"
"Mojito","Chinese","Koramangala 6th Block","Cafe"
"Mojito","Chinese","Jayanagar","Dessert Parlor"
"Mojito","Chinese","Church Street","Cafe"
"Mojito","Chinese","New BEL Road","Casual Dining"
"Mojito","Chinese","BTM","Casual Dining"
"Mojito","Chinese","Whitefield","Casual Dining"
"Mojito","Chinese","HBR Layout","Pub"
"Mojito","Chinese","New BEL Road"," Cafe"
"Mojito","Chinese","Electronic City","Quick Bites"
"Mojito","Chinese","Marathahalli","Cafe"
"Mojito","Chinese","Indiranagar","Quick Bites"
"Mojito","Chinese","Lavelle Road","Lounge"
"Mojito","Chinese","Basavanagudi","Casual Dining"
"Mojito","Chinese","HSR","Casual Dining"
"Mojito","Chinese","MG Road","Lounge"
"Mojito","Chinese","Koramangala 4th Block","Casual Dining"
"Mojito","Chinese","Kalyan Nagar","Microbrewery"
"Mojito","Chinese","Kalyan Nagar"," Casual Dining"
"Mojito","Chinese","Marathahalli","Casual Dining"
"Mojito","Chinese","Marathahalli"," Cafe"
"Mojito","Chinese","Bannerghatta Road","Casual Dining"
"Mojito","Chinese","Bannerghatta Road"," Bar"
"Molten Chocolate Cake","BBQ","Whitefield","Casual Dining"
"Momo Burger","Chinese","Whitefield","Food Court"
"Momo Burger","Chinese","BTM","Quick Bites"
"Momo Burger","Chinese","Marathahalli","Quick Bites"
"Momo Burger","Chinese","Malleshwaram","Food Court"
"Momo Burger","Chinese","Koramangala 5th Block","Quick Bites"
"Momo Platter","Chinese","Indiranagar","Cafe"
"Momo Platter","Chinese","Koramangala 5th Block","Casual Dining"
"Momo Platter","Chinese","JP Nagar","Quick Bites"
"Momo Platter","Chinese","Jayanagar","Cafe"
"Momos","Chinese","Koramangala 1st Block","Takeaway"
"Momos","Chinese","Koramangala 1st Block"," Delivery"
"Momos","Chinese","BTM","Quick Bites"
"Momos","Chinese","HSR","Quick Bites"
"Momos","Chinese","Banashankari","Casual Dining"
"Momos","Chinese","Malleshwaram","Casual Dining"
"Momos","Chinese","Residency Road","Fine Dining"
"Momos","Chinese","Residency Road"," Bar"
"Momos","Chinese","Koramangala 4th Block","Casual Dining"
"Momos","Chinese","Hennur","Casual Dining"
"Momos","Chinese","Marathahalli","Quick Bites"
"Momos","Chinese","Lavelle Road","Casual Dining"
"Momos","Chinese","Lavelle Road"," Bar"
"Momos","Chinese","Koramangala 8th Block","Quick Bites"
"Momos","Chinese","New BEL Road","Quick Bites"
"Momos","Chinese","BTM","Casual Dining"
"Momos","Chinese","Koramangala 1st Block","Casual Dining"
"Momos","Chinese","HSR","Casual Dining"
"Momos","Chinese","Church Street","Casual Dining"
"Momos","Chinese","Jayanagar","Cafe"
"Momos","Chinese","Kalyan Nagar","Casual Dining"
"Momos","Chinese","Ulsoor","Cafe"
"Momos","Chinese","Jeevan Bhima Nagar","Casual Dining"
"Momos","Chinese","Jayanagar","Casual Dining"
"Momos","Chinese","HBR Layout","Casual Dining"
"Momos","Chinese","Church Street"," Bar"
"Momos","Chinese","Banashankari","Quick Bites"
"Momos","Chinese","New BEL Road","Cafe"
"Momos","Chinese","Bannerghatta Road","Cafe"
"Momos","Chinese","Koramangala 7th Block","Casual Dining"
"Momos","Chinese","Cunningham Road","Casual Dining"
"Momos","Chinese","Whitefield","Quick Bites"
"Momos","Chinese","Brigade Road","Quick Bites"
"Momos","Chinese","Brigade Road"," Bakery"
"Momos","Chinese","Koramangala 5th Block","Casual Dining"
"Momos","Chinese","Basaveshwara Nagar","Casual Dining"
"Momos","Chinese","Sarjapur Road","Casual Dining"
"Momos","Chinese","MG Road","Fine Dining"
"Momos","Chinese","New BEL Road","Casual Dining"
"Momos","Chinese","Church Street","Quick Bites"
"Momos","Chinese","Koramangala 5th Block","Quick Bites"
"Momos","Chinese","Marathahalli","Casual Dining"
"Momos","Chinese","Residency Road","Casual Dining"
"Momos","Chinese","Frazer Town","Casual Dining"
"Momos","Chinese","Whitefield","Casual Dining"
"Momos","Chinese","Whitefield"," Bar"
"Momos","Chinese","Indiranagar","Quick Bites"
"Momos","Chinese","Koramangala 7th Block","Quick Bites"
"Momos","Chinese","Banashankari","Cafe"
"Momos","Chinese","Wilson Garden","Casual Dining"
"Momos","Chinese","Commercial Street","Casual Dining"
"Momos","Chinese","Koramangala 4th Block","Cafe"
"Momos","Chinese","Indiranagar","Bar"
"Momos","Chinese","Indiranagar","Casual Dining"
"Momos","Chinese","Bannerghatta Road","Food Court"
"Momos","Chinese","JP Nagar","Casual Dining"
"Momos","Chinese","Cunningham Road"," Cafe"
"Momos","Chinese","Ejipura","Casual Dining"
"Momos","Chinese","Indiranagar"," Casual Dining"
"Momos","Chinese","Kaggadasapura","Quick Bites"
"Momos","Chinese","Bellandur","Beverage Shop"
"Momos","Chinese","Malleshwaram","Quick Bites"
"Momos","Chinese","Electronic City","Casual Dining"
"Momos","Chinese","MG Road","Casual Dining"
"Momos","Chinese","Indiranagar","Cafe"
"Momos","Chinese","Sarjapur Road","Bar"
"Momos","Chinese","Sarjapur Road"," Casual Dining"
"Momos","Chinese","Banaswadi","Casual Dining"
"Momos","Chinese","Rajajinagar","Quick Bites"
"Momos","Chinese","Electronic City","Fine Dining"
"Momos","Chinese","Cunningham Road","Quick Bites"
"Momos","Chinese","BTM",""
"Momos","Chinese","Whitefield","Food Court"
"Momos","Chinese","Brigade Road","Casual Dining"
"Momos","Chinese","Indiranagar"," Cafe"
"Momos","Chinese","Kammanahalli","Quick Bites"
"Momos","Chinese","Bannerghatta Road","Casual Dining"
"Momos","Chinese","Koramangala 3rd Block","Cafe"
"Momos","Chinese","Koramangala 3rd Block"," Lounge"
"Momos","Chinese","Brookefield","Casual Dining"
"Momos","Chinese","JP Nagar","Beverage Shop"
"Momos","Chinese","HSR"," Sweet Shop"
"Momos","Chinese","Koramangala 6th Block","Delivery"
"Momos","Chinese","Marathahalli"," Bar"
"Momos","Chinese","Banaswadi","Takeaway"
"Momos","Chinese","Banaswadi"," Delivery"
"Momos","Chinese","Whitefield"," Quick Bites"
"Momos","Chinese","Koramangala 1st Block","Quick Bites"
"Momos","Chinese","HSR","Delivery"
"Momos","Chinese","Kammanahalli","Casual Dining"
"Momos","Chinese","Old Airport Road","Casual Dining"
"Momos","Chinese","Koramangala 5th Block","Cafe"
"Momos","Chinese","Koramangala 5th Block"," Casual Dining"
"Momos","Chinese","JP Nagar","Bar"
"Momos","Chinese","Marathahalli","Food Court"
"Momos","Chinese","JP Nagar","Cafe"
"Momos","Chinese","Marathahalli","Delivery"
"Momos","Chinese","Rajarajeshwari Nagar","Casual Dining"
"Momos","Chinese","Kaggadasapura","Casual Dining"
"Momos","Chinese","South Bangalore","Food Truck"
"Momos","Chinese","Nagawara","Quick Bites"
"Momos","Chinese","Banaswadi","Bar"
"Momos","Chinese","Marathahalli","Takeaway"
"Momos","Chinese","Marathahalli"," Delivery"
"Momos","Chinese","RT Nagar","Casual Dining"
"Momos","Chinese","Sanjay Nagar","Quick Bites"
"Momos","Chinese","Jayanagar","Beverage Shop"
"Momos","Chinese","Jayanagar"," Quick Bites"
"Momos","Chinese","Lavelle Road"," Microbrewery"
"Momos","Chinese","ITPL Main Road, Whitefield","Food Court"
"Momos Burger","Tibetan","Koramangala 4th Block","Food Court"
"Monster Burger","Cafe","BTM","Cafe"
"Monster Burger","Cafe","Hennur","Delivery"
